Response,TopicA,PercA,TopicB,PercB,TopicC,PercC,TopicD,PercD,TopicE,PercE,TopicF,PercF,TopicG,PercG,TopicH,PercH
offer us a gift certificate.,0,0.022893857210874557,1.0,0.9259588718414307,6.0,0.011170322075486183,7.0,0.011905749328434467,,,,,,,,
"okay, please continue to send the surveys. i will be more aware of my need to complete them.",0,0.9683972001075745,,,,,,,,,,,,,,
okay. the research surveys are way too long. they would take so long to do. they weren't worth my time. a lot of times i'd have to go look up information. and you made it too hard.,5,0.44695502519607544,6.0,0.5371265411376953,,,,,,,,,,,,
okay?,0,0.07322922348976135,1.0,0.030174989253282547,2.0,0.015847576782107353,3.0,0.024765489622950554,4.0,0.020500579848885536,5.0,0.028666401281952858,6.0,0.035725947469472885,7.0,0.7710897922515869
"once again, my doctor advised me not to participate in the program because i have certain, uh, health issues.",0,0.011951618827879429,1.0,0.1889825463294983,3.0,0.7764148712158203,,,,,,,,,,
online access with shorter surveys.,0,0.022890256717801094,6.0,0.6252188086509705,7.0,0.3143937289714813,,,,,,,,,,
online access.,0,0.042251456528902054,1.0,0.017412126064300537,3.0,0.014290638267993927,4.0,0.011829621158540249,5.0,0.016541613265872,6.0,0.020615242421627045,7.0,0.8679146766662598,,
online interview.,0,0.04225176200270653,1.0,0.017412252724170685,3.0,0.014290742576122284,4.0,0.011829706840217113,5.0,0.016541732475161552,6.0,0.020615391433238983,7.0,0.8679137229919434,,
online questionnaire mhm.,0,0.029694439843297005,1.0,0.012236276641488075,2.0,0.311114102602005,3.0,0.01004266832023859,5.0,0.011624528095126152,6.0,0.014487249776721,7.0,0.6024875640869141,,
online responses.,0,0.042251791805028915,1.0,0.01741226576268673,3.0,0.01429075188934803,4.0,0.011829715222120285,5.0,0.016541745513677597,6.0,0.46576499938964844,7.0,0.42276403307914734,,
online survey.,0,0.04226170480251312,1.0,0.017411675304174423,3.0,0.01429026760160923,4.0,0.0118293147534132,5.0,0.01654118485748768,6.0,0.020614707842469215,7.0,0.8679066896438599,,
"online surveys, um, phone surveys. the paper surveys, um, seemed to be a little that time consuming, and i forget to send them back.",5,0.5201563239097595,7.0,0.4608233571052551,,,,,,,,,,,,
online surveys.,0,0.04226171225309372,1.0,0.017411675304174423,3.0,0.01429026760160923,4.0,0.0118293147534132,5.0,0.01654118485748768,6.0,0.020614707842469215,7.0,0.8679066896438599,,
online surveys. me,0,0.04226171225309372,1.0,0.017411675304174423,3.0,0.01429026760160923,4.0,0.0118293147534132,5.0,0.01654118485748768,6.0,0.020614707842469215,7.0,0.8679066896438599,,
online tools.,0,0.04226692020893097,1.0,0.5303788781166077,3.0,0.014295867644250393,4.0,0.011833949014544487,5.0,0.016547664999961853,6.0,0.02062278613448143,7.0,0.3549059331417084,,
"online, um, answers.",0,0.02969406358897686,1.0,0.012236167676746845,3.0,0.010042578913271427,5.0,0.5724298357963562,6.0,0.014487120322883129,7.0,0.34637075662612915,,,,
online.,0,0.07322072982788086,1.0,0.03017478622496128,2.0,0.015847470611333847,3.0,0.024765323847532272,4.0,0.020500442013144493,5.0,0.028666207566857338,6.0,0.035725705325603485,7.0,0.771099328994751
opt out.,0,0.8062159419059753,1.0,0.030178891494870186,2.0,0.015849627554416656,3.0,0.02476869337260723,4.0,0.020503230392932892,5.0,0.028670107945799828,6.0,0.03573056682944298,7.0,0.03808298334479332
"original questionnaire was quite long and was concerned that i did not have time to fill out the survey at this point, uh, but i'll try and make an effort if you still want me to do so.",0,0.5007752776145935,2.0,0.48342660069465637,,,,,,,,,,,,
other.,0,0.2742570638656616,1.0,0.1130232959985733,2.0,0.059358611702919006,3.0,0.09276150166988373,4.0,0.07678686827421188,5.0,0.10737273097038269,6.0,0.13381493091583252,7.0,0.14262498915195465
over the phone interview.,0,0.042251959443092346,1.0,0.017412332817912102,3.0,0.014290808700025082,4.0,0.011829761788249016,5.0,0.01654181070625782,6.0,0.020615488290786743,7.0,0.8679131269454956,,
paperless internet excess.,0,0.9213753938674927,1.0,0.0122445710003376,3.0,0.010049475356936455,5.0,0.011632408015429974,6.0,0.014497069641947746,7.0,0.0154515216127038,,,,
"paperwork that received has just so many details and questions, and i just procrastinate.",0,0.01570294424891472,3.0,0.779460608959198,5.0,0.17475445568561554,,,,,,,,,,
participate via email and send responses electronically.,0,0.01863192580640316,6.0,0.44245296716690063,7.0,0.508407473564148,,,,,,,,,,
"pay me for my time, not make the survey as crazy long as it appears to be and make it more user friendly on the computer.",7,0.9725161194801331,,,,,,,,,,,,,,
pay more for it. turn the radio back on.,0,0.022901130840182304,6.0,0.011170393787324429,7.0,0.9284223318099976,,,,,,,,,,
perhaps a follow up telephone call to remind me after i have received ace survey request.,0,0.010669280774891376,6.0,0.8250256180763245,7.0,0.14682789146900177,,,,,,,,,,
"perhaps a phone call. i am a big confused as to whether you have received any responses from me because i thought i had sent surveys back, and now i am thinking, maybe you didn't get them. that's it.",3,0.4636944532394409,6.0,0.5166900753974915,,,,,,,,,,,,
"perhaps if it was digital and i could do it through email, as opposed to writing on pencil and paper.",0,0.011944249272346497,7.0,0.9626618027687073,,,,,,,,,,,,
perhaps text message to remind me.,0,0.02969292365014553,1.0,0.012236562557518482,3.0,0.010042902082204819,5.0,0.011624799109995365,6.0,0.9062215089797974,7.0,0.015441415831446648,,,,
"personally, i just need to make the time to fill out the surveys and look forward to doing so. thank you. keep up the great work.",0,0.5678967833518982,6.0,0.41466498374938965,,,,,,,,,,,,
phone app would help.,0,0.022891180589795113,6.0,0.30309322476387024,7.0,0.6365165114402771,,,,,,,,,,
"phone call much easier. i can return the call on my way home from work, just like i am right now.",3,0.4130558967590332,7.0,0.560070276260376,,,,,,,,,,,,
phone calls.,0,0.07322213798761368,1.0,0.03017536550760269,2.0,0.01584777608513832,3.0,0.7577821612358093,4.0,0.02050083503127098,5.0,0.02866675890982151,6.0,0.0357263945043087,7.0,0.038078535348176956
phone interviews or faster.,0,0.029693426564335823,1.0,0.01223687268793583,3.0,0.010043157264590263,5.0,0.011625094339251518,6.0,0.014487954787909985,7.0,0.907173216342926,,,,
please be sure i get the surveys. i don't remember receiving them.,0,0.9584658741950989,,,,,,,,,,,,,,
please contact me at 9716789119 so that we can figure out why you think i haven't been sending my surveys back. i'm happy to continue doing them. if it's easier. you can also email me at l. i s a r i p like peter p like peter s like sam at hotmail dot com.,1,0.5204290151596069,3.0,0.46816349029541016,,,,,,,,,,,,
please email me if i'm still a valid participant.,0,0.018632691353559494,1.0,0.4152640104293823,2.0,0.5285269021987915,,,,,,,,,,
"please mail me new, um, or updated research packets or whatever it is that you need me to complete. um, i moved about four years ago or so. so maybe i didn't update my address with you. my new address is 144 mary m a r y and a n n circle. so that's three words. 144 mary and circle, spring hill, tennessee, 37174",0,0.3395262360572815,6.0,0.6538111567497253,,,,,,,,,,,,
"please mail me the forms, period. i moved and never received any forms, period. i would be happy to help, period.",0,0.9786199331283569,,,,,,,,,,,,,,
"please mail me the informs that need to be filled out to my home address. we have moved from florida to texas to colorado, so you may need an updated address, but we have not received any of our surveys, which we would be happy to fill out if we could get them.",0,0.9881793260574341,,,,,,,,,,,,,,
please make it easier to fill out online.,0,0.018631452694535255,7.0,0.9417758584022522,,,,,,,,,,,,
"please provide the surveys online on a secure web page that i can fill out versus paper. be happy to do an online form or online survey versus a paper thing i've got to fill out mail back. um, that would be much easier. and i'd be involved. thank you.",0,0.3387143611907959,7.0,0.653797447681427,,,,,,,,,,,,
"please re resend a pack. the package. i was very busy during those times i was working. it was very busy during the times in the past where you sent it, so please resend it.",0,0.42370033264160156,4.0,0.4325160086154938,5.0,0.12641863524913788,,,,,,,,,,
"please remain ale the paperwork to 5010 hampton ridge avenue, tallahassee, florida 32311 or you can email to s dial 76 at gmail dot com. that's s d i. a. l 76 at gmail dot com.",1,0.9841324090957642,,,,,,,,,,,,,,
please remove me from the study.,0,0.029701506718993187,1.0,0.012236254289746284,2.0,0.8981536030769348,3.0,0.010042649693787098,5.0,0.011624506674706936,6.0,0.014487222768366337,7.0,0.015441027469933033,,
please resend information.,0,0.8881946802139282,1.0,0.017411960288882256,3.0,0.014290501363575459,4.0,0.011829507537186146,5.0,0.016541454941034317,6.0,0.020615044981241226,7.0,0.02197229117155075,,
please resend it. i lost it.,0,0.8881937861442566,1.0,0.017412103712558746,3.0,0.014290619641542435,4.0,0.01182960532605648,5.0,0.01654159091413021,6.0,0.020615216344594955,7.0,0.021972471848130226,,
"please resend me the surveys, and i'll be happy to fill them out.",0,0.9394322037696838,6.0,0.011167681775987148,7.0,0.011902935802936554,,,,,,,,,,
"please resend the cp three research study and i will complete it. i didn't have time over the last few years to do the required surveys, but i will participate at this point and fill it out. be happy to help contribute to the american cancer society's research. thank you.",0,0.5889875292778015,4.0,0.3999471366405487,,,,,,,,,,,,
"please resend the email and i will complete sorry, my neglect.",0,0.5103798508644104,1.0,0.24762694537639618,5.0,0.20767274498939514,,,,,,,,,,
please resend the forms or email me or tell me an email website i need to go to. i did not receive them.,0,0.5632041692733765,1.0,0.4129634499549866,,,,,,,,,,,,
please resend the questionnaire and i'll fill it out bye.,0,0.9394311904907227,6.0,0.011167873628437519,7.0,0.011903139762580395,,,,,,,,,,
please resend the surveys.,0,0.8881947994232178,1.0,0.017411937937140465,3.0,0.014290484599769115,4.0,0.011829493567347527,5.0,0.016541434451937675,6.0,0.020615020766854286,7.0,0.02197226509451866,,
please send a new survey. i have a new address.,0,0.9507234692573547,,,,,,,,,,,,,,
"please send again, period. was it by mail or by email? you might not have my updated email and phone number. information? yeah.",0,0.5814961791038513,1.0,0.3988654911518097,,,,,,,,,,,,
please send an an email link that i can access from my email. click on it and it will bring me to the site to quickly fill out the form. my email is j. n. y l. a a n seven at gmail dot com. thank you.,1,0.9848765730857849,,,,,,,,,,,,,,
please send another survey.,0,0.9214293360710144,1.0,0.012236174196004868,3.0,0.010042584501206875,5.0,0.011624431237578392,6.0,0.014487127773463726,7.0,0.015440926887094975,,,,
please send forms again.,0,0.9214293956756592,1.0,0.012236167676746845,3.0,0.010042578913271427,5.0,0.01162442471832037,6.0,0.014487120322883129,7.0,0.015440917573869228,,,,
please send me an updated survey and i'll be glad to complete it.,0,0.9584657549858093,,,,,,,,,,,,,,
"please send the surveys to my p o box 163 kara, wyoming 82925 period. i have not received any surveys over the years.",0,0.19183282554149628,6.0,0.7920318245887756,,,,,,,,,,,,
"please send to the right address 17 dartmouth avenue, bridgewater, new jersey apartment four a 08807",0,0.4651219844818115,5.0,0.5180177092552185,,,,,,,,,,,,
please take me off the list.,0,0.029697617515921593,1.0,0.012236220762133598,2.0,0.8981577157974243,3.0,0.01004262175410986,5.0,0.011624475009739399,6.0,0.014487182721495628,7.0,0.0154409846290946,,
"please update my address. it's virginia more. 406 john's creek parkway, saint augustine, florida 32092 i've had numerous situations with family, and i'm now settled in a home with an address where i can receive mail and i will follow up with the research. i know it's important. um, thank you.",0,0.4005453884601593,7.0,0.5910782814025879,,,,,,,,,,,,
please use the money towards research and then other efforts rather than postage.,0,0.011946916580200195,7.0,0.9626575708389282,,,,,,,,,,,,
"please, uh, send me the study again. um, it's just very, very, very long. the study, uh, and it seems to ask the same questions in a different way at times, but i would like to continue with the research study.",0,0.6173648834228516,5.0,0.3688717186450958,,,,,,,,,,,,
"please. um, go ahead and send me, uh, another study to fill out. i apologize. they were misplaced. um, and i just i just need another one to fill it out. i would appreciate if you'd send me, uh, one more. i have not changed addresses. um, please send me another one, and i would be happy to fill it out. i apologize for the delay.",0,0.9417037963867188,6.0,0.05142197385430336,,,,,,,,,,,,
"possibly a phone call to answer the questions period. i received the emails, but then they get lost in the abyss of emails and i never take the time period. i procrastinate. it's on me.",1,0.22766724228858948,3.0,0.15206599235534668,5.0,0.28013965487480164,6.0,0.327012300491333,,,,,,,,
"possibly, um, have, um, surveys that are a little bit easier to maneuver. um, um um, i'm not sure because there's there's just such a time lag. it makes it difficult. um, when a lot of time goes by and then come back and have to do something. so i'm not sure if there's a solution or not. i'm happy to participate. um, i just need an easier way to, um, have access and to be able to do that possibly include, i don't know. i'm not sure.",3,0.17938357591629028,5.0,0.2420431673526764,6.0,0.5720785856246948,,,,,,,,,,
probably an email with whatever survey i would need to fill out.,0,0.5435834527015686,1.0,0.42611178755760193,,,,,,,,,,,,
"probably either. more reminders are a longer time to fill them out. i always plan on filling them out and before i know at the time, has come and gone from when they were due.",0,0.3776416778564453,1.0,0.21494342386722565,5.0,0.3946000337600708,,,,,,,,,,
"probably nothing. um, i just need to put it somewhere that i remember to do it and return it in a timely manner.",0,0.6002295613288879,1.0,0.3782351315021515,,,,,,,,,,,,
problems with my computer and time because of in the process of moving.,0,0.7537525296211243,7.0,0.20665083825588226,,,,,,,,,,,,
provide an online forum.,0,0.0296962708234787,1.0,0.0122379707172513,3.0,0.010044058784842491,5.0,0.011626137420535088,6.0,0.014489254914224148,7.0,0.9071646928787231,,,,
provide an online way for me to fill out the information so that i can do it on my computer instead of having to do it by hand.,0,0.1868189126253128,7.0,0.7877886295318604,,,,,,,,,,,,
